0.001859188,2.0,0.0,1.0,0.0
0.001143217,12.0,0.0,1.0,0.0
0.001016617,13.0,0.0,1.0,0.0
0.000737667,14.0,0.0,1.0,0.0
0.000960112,15.0,0.0,1.0,0.0
0.001178265,16.0,0.0,1.0,0.0
0.001510143,17.0,0.0,1.0,0.0
0.006796598,18.0,0.0,1.0,0.0
0.001127243,19.0,0.0,1.0,0.0
0.001567125,20.0,0.0,1.0,0.0
0.001375914,21.0,0.0,1.0,0.0
0.004878044,23.0,1.0,2.0,0.0
0.001492023,24.0,0.0,1.0,0.0
0.002160788,25.0,2.0,1.0,0.0
0.001874924,26.0,0.0,1.0,0.0
0.002362966,27.0,2.0,1.0,0.0
0.002242566,28.0,0.0,1.0,0.0
0.003970385,29.0,2.0,1.0,0.0
0.003025532,30.0,0.0,1.0,0.0
0.003139734,31.0,0.0,1.0,0.0
0.00297308,32.0,0.0,1.0,0.0
0.002281905,33.0,0.0,1.0,0.0
0.008445263,34.0,2.0,1.0,0.0
0.00311327,35.0,0.0,1.0,0.0
0.00262475,36.0,1.0,1.0,0.0
0.003519535,37.0,0.0,1.0,0.0
0.003547192,38.0,0.0,1.0,0.0
0.006641149,39.0,2.0,1.0,0.0
0.007357598,40.0,2.0,1.0,0.0
0.006798744,41.0,0.0,1.0,0.0
0.00871706,42.0,0.0,1.0,0.0
0.010785819,43.0,2.0,1.0,0.0
0.003618718,44.0,2.0,1.0,0.0
0.011114359,45.0,0.0,1.0,0.0
0.00921011,46.0,0.0,1.0,0.0
0.004382849,48.0,1.0,2.0,0.0
0.009914875,49.0,0.0,1.0,0.0
0.007630825,50.0,0.0,1.0,0.0
0.004720927,51.0,0.0,1.0,0.0
0.015305757,52.0,0.0,1.0,0.0
0.006639719,53.0,0.0,1.0,0.0
0.010329723,54.0,0.0,1.0,0.0
0.00809884,55.0,0.0,1.0,0.0
0.015556097,56.0,0.0,1.0,0.0
0.006973505,57.0,0.0,1.0,0.0
0.011535883,58.0,0.0,1.0,0.0
0.006716013,59.0,0.0,1.0,0.0
0.009004831,60.0,0.0,1.0,0.0
0.015817881,61.0,0.0,1.0,0.0
0.007039547,62.0,0.0,1.0,0.0
0.008110762,63.0,0.0,1.0,0.0
0.008660793,64.0,0.0,1.0,0.0
0.008661747,65.0,0.0,1.0,0.0
0.013899803,66.0,0.0,1.0,0.0
0.017274141,67.0,0.0,1.0,0.0
0.014091969,68.0,0.0,1.0,0.0
0.023015499,69.0,2.0,1.0,0.0
0.013080597,70.0,0.0,1.0,0.0
