with time,,,,,,,,delta t,,Most recent,,,,,,,,,delta x,delta y,delta z
-0.005529224448894,0.683466303220635,-0.088083883362316,0.656291364627543,0.115119635691497,0.086007120640597,0.740696894412747,83,0.055448770523071,,-0.005489432482089,0.683492618206498,-0.088103140476943,0.656881434533845,0.112242804619656,0.082789974344481,0.740981885017382,83,,3.97919668052582E-05,2.63149858630296E-05,-1.92571146269277E-05
-0.005574199788847,0.683106408092178,-0.088017230049469,0.665284801206399,-0.009530489486781,-0.055305165532489,0.744477428616428,84,-0.000946044921875,,-0.005560430601367,0.683084037284098,-0.088014636304341,0.665164096550182,-0.015227019711249,-0.061715097791134,0.743986632430935,84,,1.37691874802495E-05,-2.23708080795415E-05,2.59374512764921E-06
-0.006580349933982,0.688015940496487,-0.087513862145159,0.657989726506419,0.094220362052608,0.062976920494185,0.744450099517592,85,0.049632787704468,,-0.006580349933982,0.688015940496487,-0.087513862145159,0.657989726506419,0.094220362052608,0.062976920494185,0.744450099517592,85,,0,0,0
-0.015100205822072,0.755194918816857,-0.08416056614111,0.661790969987435,0.012437020989078,-0.022437485766,0.749249352208267,86,-0.002832174301147,,-0.014752388784995,0.752404005893671,-0.084298718220546,0.661788217807426,0.015626960180315,-0.019046750037156,0.749285909516398,86,,0.000347817037077,-0.002790912923186,-0.000138152079436
-0.035375827194369,0.911105335878994,-0.07702604255874,0.649295769015318,0.110437110607339,0.101281561760525,0.745627718225964,87,-0.003257751464844,,-0.037844071993481,0.930035165759433,-0.076335977710053,0.648532913571513,0.112367040738009,0.104839067565661,0.745511554626881,87,,-0.002468244799112,0.018929829880439,0.000690064848688
-0.064701054383278,1.13327117508927,-0.071376614194643,0.653921175696183,0.031451451836231,0.024311747256829,0.755517598139735,88,-0.01330304145813,,-0.064701054383278,1.13327117508927,-0.071376614194643,0.653921175696183,0.031451451836231,0.024311747256829,0.755517598139735,88,,0,0,0
-0.103966558444544,1.41741648086923,-0.069093201630393,0.64595401476451,0.079168492597149,0.08795030469257,0.754148860964459,89,0.057634592056275,,-0.103966558444544,1.41741648086923,-0.069093201630393,0.64595401476451,0.079168492597149,0.08795030469257,0.754148860964459,89,,0,0,0
-0.155695870691471,1.77715543993923,-0.0717906063519,0.643171044936826,0.076428304793456,0.078169149108501,0.757878159936624,90,0.002851486206055,,-0.155363785385944,1.77489531358791,-0.071768059489682,0.643217733797578,0.07618264967214,0.077924897492425,0.757888422637551,90,,0.000332085305527,-0.002260126351317,2.25468622176289E-05
-0.213234703976459,2.16147641916954,-0.074758036378795,0.64158593625831,0.069251759825848,0.063038032638188,0.761313264430404,91,-0.002504587173462,,-0.212885721168343,2.15919451411813,-0.074745840984538,0.641613004848194,0.069113578955347,0.06290720366671,0.761313830782345,91,,0.000348982808116,-0.002281905051408,1.21953942564118E-05
-0.277011006476163,2.57032938894062,-0.07646674250156,0.639032943998594,0.072694302683462,0.063741062103666,0.763078968288179,92,0.009474515914917,,-0.279922068716416,2.58860698342765,-0.076518444006393,0.638952029140025,0.072605131327671,0.063581729091323,0.763168502421644,92,,-0.002911062240253,0.018277594487024,-5.17015048333291E-05
-0.353184929672406,3.03852273553474,-0.076800852969475,0.636365250894099,0.074763579616856,0.065473718555763,0.764959388984699,93,-0.004721641540527,,-0.348258264216809,3.00883962469192,-0.076817789295585,0.636482535780412,0.075108284610926,0.065851467261297,0.764795601117629,93,,0.004926665455597,-0.029683110842825,-1.69363261100924E-05
-0.438549104362983,3.54071498052676,-0.076311473920681,0.633693063801086,0.074248121491287,0.066787871721153,0.767111268028548,94,0.065134048461914,,-0.443707029963525,3.57038165464105,-0.076261273895805,0.633548741904095,0.074118312669517,0.066720710518693,0.767248860635611,94,,-0.005157925600542,0.02966667411429,5.02000248759626E-05
-0.541212346116849,4.11803726362019,-0.075586670411589,0.63071076175723,0.073312549660228,0.067899979735713,0.769557533793167,95,-0.011897563934326,,-0.547864867086092,4.15454214219435,-0.075555327732365,0.630520902606877,0.073278129703419,0.067965638439316,0.769710581371021,95,,-0.006652520969243,0.036504878574164,3.13426792246385E-05
-0.663829922836515,4.77500874888008,-0.075299450106284,0.627285056931209,0.072897825093363,0.068712264173723,0.772319874922035,96,-0.002324342727661,,-0.663829922836515,4.77500874888008,-0.075299450106284,0.627285056931209,0.072897825093363,0.068712264173723,0.772319874922035,96,,0,0,0
-0.814474602009121,5.54088202660118,-0.075459792578899,0.623243567656313,0.07272375332582,0.068964690773295,0.775578869299428,97,-0.004252433776855,,-0.811713651417939,5.52721335152322,-0.075455651547271,0.623315955341158,0.072726861291495,0.068962702192927,0.775520579462645,97,,0.002760950591182,-0.013668675077963,4.14103162714452E-06
-0.990665691568043,6.38771566903475,-0.075610742428794,0.618721706735821,0.072550846665593,0.069266847837106,0.779180292392415,98,-0.002169370651245,,-0.990665691568043,6.38771566903475,-0.075610742428794,0.618721706735821,0.072550846665593,0.069266847837106,0.779180292392415,98,,0,0,0
-1.21390163161351,7.39646816072589,-0.075590887017117,0.613241320291692,0.07208861684308,0.069805688511719,0.783495679796614,99,0.000784397125244,,-1.20457552082012,7.35561788726292,-0.075591779230583,0.613465507849116,0.072111342576611,0.069780232665392,0.783320332993079,99,,0.009326110793392,-0.040850273462973,-8.92213466108238E-07
-1.47128810095244,8.48431363250331,-0.075565075980898,0.607182047813782,0.071557395013087,0.070402162424872,0.788196064160121,100,0.054455041885376,,-1.46796681501513,8.4707339078037,-0.075565358728154,0.60725877469854,0.071563062629626,0.070395223958538,0.788137057282884,100,,0.003321285937313,-0.013579724699609,-2.82747255081484E-07
-1.76653149643544,9.71740233276524,-0.071057818706844,0.738305059040115,0.083323335317592,0.070369577534135,0.665590703168991,101,0.056228399276733,,-1.76653149643544,9.71740233276524,-0.071057818706844,0.738305059040115,0.083323335317592,0.070369577534135,0.665590703168991,101,,0,0,0
-1.6744101923875,11.1224631534911,-0.069743195328128,0.863708463872775,0.091417527776332,0.0491731051997,0.493186101562903,102,0.005654335021973,,-1.6744101923875,11.1224631534911,-0.069743195328128,0.863708463872775,0.091417527776332,0.0491731051997,0.493186101562903,102,,0,0,0
-1.06897488328386,12.4145833943887,-0.076480905419284,0.915017129535037,0.062195346550124,0.012513965290129,0.398395271304377,103,0.013241052627564,,-1.07019285469007,12.4123359549656,-0.076402438342131,0.915101710919075,0.061953582562604,0.012478494664304,0.398239751219731,103,,-0.001217971406202,-0.002247439423135,7.84670771531853E-05
-0.803731503079649,12.956604965646,-0.091787998171184,0.888346625647357,0.041123864709496,-0.017072214184477,0.457009452807215,104,0.001572132110596,,-0.803731503079649,12.956604965646,-0.091787998171184,0.888346625647357,0.041123864709496,-0.017072214184477,0.457009452807215,104,,0,0,0
-0.676257823068427,13.2602087989054,-0.084723496714642,0.866017642171628,0.038244187810734,-0.006163470257667,0.498510618924587,105,-0.008563280105591,,-0.675849047815182,13.2612370455648,-0.084713132547675,0.865895959809116,0.039085763094116,-0.005736839010677,0.498661787775808,105,,0.000408775253246,0.001028246659404,1.03641669670779E-05
-0.594058530287973,13.4729277133023,-0.087825224196975,0.846453650007143,0.045468637520942,-0.005985352992758,0.530483738620825,106,0.046112298965454,,-0.593684932601769,13.4739106357176,-0.08779008776171,0.846490319827926,0.042918399781019,-0.007646786634428,0.530616317174679,106,,0.000373597686204,0.000982922415293,3.5136435265079E-05
-0.537030431658187,13.632927165508,-0.08722833779231,0.829667112420231,0.027639973064817,-0.014364085045881,0.557388722094416,107,0.06486701965332,,-0.537453775137108,13.6315972866504,-0.087196712077055,0.829998264061067,0.021676487224766,-0.018422945500695,0.557040040424643,107,,-0.00042334347892,-0.001329878857634,3.1625715254488E-05
