0.000000 8.894732 -9.340779 -0.286797
1.000000 8.976123 -9.311937 -0.286797
2.000000 11.023300 -8.978081 -0.330885
3.000000 13.251494 -8.830241 -0.330649
4.000000 13.373064 -8.818547 -0.330650
5.000000 17.488403 -8.112440 -0.316977
6.000000 21.972835 -7.261066 -0.320314
7.000000 22.060217 -7.251163 -0.320315
8.000000 25.650650 -7.215527 -0.313251
9.000000 27.688613 -7.799496 -0.314768
10.000000 27.812974 -7.817321 -0.300409
11.000000 28.237088 -7.955155 -0.315227
12.000000 30.459717 -8.832915 -0.308966
13.000000 30.708986 -8.930246 -0.309462
14.000000 32.546266 -9.670770 -0.313184
15.000000 32.898170 -9.837150 -0.306117
16.000000 32.998682 -9.889507 -0.306118
17.000000 33.736905 -10.193455 -0.326175
18.000000 34.934578 -10.650798 -0.296367
19.000000 35.454458 -10.791753 -0.306621
20.000000 37.725092 -11.532495 -0.309712
21.000000 37.834451 -11.556145 -0.309713
22.000000 39.392608 -12.150946 -0.289824
23.000000 40.170692 -12.492516 -0.319230
24.000000 41.684537 -12.936087 -0.320176
25.000000 42.815921 -13.349584 -0.309999
26.000000 43.313535 -13.511930 -0.325383
27.000000 44.448697 -13.842744 -0.329873
28.000000 46.788036 -14.471658 -0.325310
29.000000 48.162047 -14.928195 -0.309257
30.000000 48.831771 -15.250572 -0.325228
31.000000 50.685953 -15.700877 -0.312893
32.000000 50.908889 -15.733778 -0.317475
33.000000 50.908889 -15.733778 -0.317475
34.000000 52.681491 -15.713800 -0.311482
35.000000 53.342273 -15.516864 -0.316893
36.000000 55.596629 -14.252439 -0.301523
37.000000 55.806175 -14.060324 -0.323181
38.000000 57.462749 -11.855918 -0.317952
39.000000 58.629655 -9.982737 -0.315114
40.000000 58.824386 -9.650390 -0.296214
41.000000 60.218142 -7.492581 -0.317763
42.000000 61.458010 -5.701067 -0.324352
43.000000 61.729992 -5.098618 -0.313432
44.000000 63.132488 -2.893297 -0.328383
45.000000 64.499605 -0.393814 -0.293880
46.000000 64.717488 0.352101 -0.316338
47.000000 66.092025 5.041463 -0.344923
48.000000 66.220339 5.823293 -0.323159
49.000000 66.337541 6.532107 -0.326696
50.000000 66.073105 9.512019 -0.318434
51.000000 65.907240 9.921992 -0.359581
52.000000 64.787734 11.602051 -0.346170
53.000000 62.982589 13.558343 -0.301463
54.000000 62.613202 13.793982 -0.301984
55.000000 62.106221 14.131414 -0.296700
56.000000 61.421907 14.580532 -0.331176
57.000000 59.847287 15.385220 -0.304447
58.000000 59.420908 15.574365 -0.327503
59.000000 58.414894 16.104750 -0.300538
60.000000 56.795149 17.029840 -0.323676
61.000000 56.413472 17.275632 -0.320591
62.000000 56.227294 17.389145 -0.333662
63.000000 55.623417 17.884434 -0.313170
64.000000 54.386811 19.147880 -0.320896
65.000000 53.178177 20.167483 -0.297767
66.000000 52.461576 20.817301 -0.305127
67.000000 52.455332 20.826571 -0.304442
68.000000 51.913239 21.470366 -0.306965
69.000000 50.711582 22.670194 -0.309690
70.000000 50.066651 23.242323 -0.323764
71.000000 49.259666 23.802067 -0.353135
72.000000 49.087866 23.926302 -0.317263
73.000000 48.952187 24.022911 -0.315314
74.000000 48.214002 24.508367 -0.313979
75.000000 46.362831 25.788070 -0.281127
76.000000 45.960469 26.041007 -0.349903
77.000000 45.222958 26.561564 -0.329248
78.000000 44.308678 27.592656 -0.342627
79.000000 44.283968 27.620939 -0.302894
80.000000 44.155748 27.774440 -0.309653
81.000000 43.548262 28.593887 -0.333686
82.000000 42.674784 29.529611 -0.320077
83.000000 42.447793 29.708048 -0.310259
84.000000 41.908061 30.077674 -0.312097
85.000000 40.490001 30.863094 -0.327474
86.000000 40.199833 30.983606 -0.287568
87.000000 36.620461 32.320646 -0.299776
88.000000 33.715758 31.800787 -0.315353
89.000000 33.159266 31.526900 -0.299321
90.000000 30.855612 29.601988 -0.305495
91.000000 30.133370 27.776661 -0.310509
92.000000 29.956749 27.086224 -0.305872
93.000000 29.574023 24.677663 -0.312570
94.000000 29.679828 22.875651 -0.313832
95.000000 29.939245 22.051676 -0.312010
96.000000 30.678776 19.497379 -0.303640
97.000000 31.237037 17.845604 -0.312635
98.000000 31.569977 17.239714 -0.313925
99.000000 31.705771 17.000028 -0.310866
100.000000 32.304964 15.843409 -0.308849
101.000000 32.987513 14.683436 -0.319743
102.000000 33.171050 14.460930 -0.311893
103.000000 33.866998 13.729701 -0.312590
104.000000 34.069183 13.524907 -0.307373
105.000000 35.154142 12.521377 -0.308650
106.000000 35.425855 12.264435 -0.316460
107.000000 37.160805 10.770309 -0.308001
108.000000 38.579637 9.415271 -0.296213
109.000000 38.826056 9.205373 -0.312469
110.000000 39.593405 8.493577 -0.309405
111.000000 39.602660 8.485161 -0.310421
112.000000 40.519508 7.518001 -0.309872
113.000000 40.723730 7.315904 -0.308222
114.000000 41.348821 6.620107 -0.301036
115.000000 42.414497 5.410497 -0.303486
116.000000 42.827158 4.801927 -0.336778
117.000000 43.497177 3.703253 -0.306512
118.000000 43.506642 3.686678 -0.300839
119.000000 44.631467 2.031412 -0.312520
120.000000 45.109632 1.520507 -0.306873
121.000000 46.017107 0.666357 -0.304877
122.000000 47.294670 -0.321466 -0.302535
123.000000 47.832064 -0.733565 -0.322788
124.000000 48.323083 -1.117680 -0.324387
125.000000 48.323083 -1.117680 -0.324387
126.000000 49.815656 -2.379750 -0.316733
127.000000 50.262737 -2.741115 -0.317627
128.000000 50.600639 -2.958346 -0.325410
129.000000 52.008602 -3.954592 -0.317445
130.000000 52.893384 -4.773248 -0.289675
131.000000 53.097535 -4.957602 -0.331257
132.000000 54.617514 -6.663160 -0.305823
133.000000 55.890477 -9.101696 -0.330945
134.000000 55.894438 -9.113666 -0.325955
135.000000 57.001491 -12.089042 -0.306020
136.000000 58.607456 -14.413944 -0.306527
137.000000 59.105012 -14.903676 -0.307409
138.000000 63.414322 -16.262412 -0.313471
139.000000 66.587946 -15.537041 -0.339167
140.000000 67.862352 -14.932588 -0.319618
141.000000 70.009474 -11.778776 -0.336881
142.000000 70.462268 -10.248739 -0.299408
143.000000 70.535022 -9.128338 -0.349793
144.000000 69.829817 -6.568340 -0.294503
145.000000 69.390579 -5.715282 -0.297674
146.000000 68.343911 -4.067846 -0.300419
147.000000 66.256013 -2.208194 -0.305891
148.000000 65.687857 -1.963968 -0.295559
149.000000 63.875101 -1.698283 -0.300558
150.000000 58.723996 -1.482399 -0.319462
151.000000 57.999783 -1.403008 -0.319595
152.000000 55.010528 -0.512684 -0.307037
153.000000 53.763612 -0.184767 -0.312041
154.000000 50.028654 1.354043 -0.312767
155.000000 50.012650 1.363440 -0.313068
156.000000 49.693297 1.584989 -0.308371
157.000000 48.284345 2.385607 -0.315941
158.000000 46.752046 3.197378 -0.308721
159.000000 46.466539 3.409208 -0.295115
160.000000 45.709111 3.722396 -0.299461
161.000000 44.555866 4.518385 -0.333862
162.000000 44.128667 4.822778 -0.305757
163.000000 43.876551 5.029216 -0.319709
164.000000 43.019353 5.825809 -0.310340
165.000000 42.251702 6.643141 -0.302335
166.000000 42.251702 6.643141 -0.302335
167.000000 41.425738 7.839121 -0.313688
168.000000 41.287030 8.053482 -0.289613
169.000000 40.764998 8.763002 -0.314045
170.000000 40.703475 8.835530 -0.307597
171.000000 39.689218 9.915361 -0.330089
172.000000 38.673827 11.091511 -0.314216
173.000000 38.464787 11.309306 -0.310986
174.000000 37.369710 12.363844 -0.377790
175.000000 37.074308 12.630603 -0.359966
176.000000 36.113180 13.446953 -0.315118
177.000000 35.993049 13.530036 -0.294657
178.000000 34.468603 14.762491 -0.328097
179.000000 33.439289 15.530978 -0.304569
180.000000 33.439289 15.530978 -0.304569
181.000000 32.121253 16.342599 -0.329240
182.000000 29.650284 17.177535 -0.301280
183.000000 26.110526 16.229865 -0.318090
184.000000 25.516789 15.949257 -0.311236
185.000000 25.516789 15.949257 -0.311236
186.000000 23.296166 13.969195 -0.303100
187.000000 22.177616 11.641786 -0.313833
188.000000 22.177616 11.641786 -0.313833
189.000000 21.776186 8.831931 -0.293822
190.000000 22.036934 6.728112 -0.297229
191.000000 22.162255 6.205789 -0.341215
192.000000 23.248451 3.638471 -0.305832
193.000000 24.177039 2.311676 -0.321143
194.000000 24.923118 1.331380 -0.290390
195.000000 25.054104 1.087258 -0.306064
196.000000 25.724427 0.093959 -0.292539
197.000000 26.827495 -0.991911 -0.309033
198.000000 27.473193 -1.470883 -0.312305
199.000000 27.473193 -1.470883 -0.312305
200.000000 28.776076 -2.453652 -0.297170
201.000000 29.181460 -2.802844 -0.326703
202.000000 29.707182 -3.263904 -0.311607
203.000000 30.714872 -4.097067 -0.299223
204.000000 31.366582 -4.600133 -0.308578
205.000000 31.376327 -4.607781 -0.316167
206.000000 32.521862 -5.447986 -0.319156
207.000000 34.049106 -6.410609 -0.307995
208.000000 34.372009 -6.643839 -0.305981
209.000000 35.476833 -7.368059 -0.310338
210.000000 35.487070 -7.375194 -0.299310
211.000000 36.059219 -7.803548 -0.313405
212.000000 36.459676 -8.009524 -0.318946
213.000000 39.005486 -9.278547 -0.320975
214.000000 40.097501 -9.798204 -0.313051
215.000000 41.701200 -10.680789 -0.297942
216.000000 41.701200 -10.680789 -0.297942
217.000000 42.896197 -11.280443 -0.309196
218.000000 44.733650 -11.807642 -0.330485
219.000000 44.746039 -11.809940 -0.313994
220.000000 47.980724 -11.367519 -0.309604
221.000000 49.804648 -10.373830 -0.337072
222.000000 50.192351 -10.047394 -0.325392
