0.000000 6.581468 -0.235822 -0.287121 0.000000 8.894732 -9.340779 -0.286797
1.000000 6.667108 -0.221043 -0.287121 1.000000 8.976123 -9.311937 -0.286797
2.000000 8.741863 -0.234719 -0.331190 2.000000 11.023300 -8.978081 -0.330885
3.000000 10.963844 -0.463013 -0.330934 3.000000 13.251494 -8.830241 -0.330649
4.000000 11.086230 -0.472004 -0.330934 4.000000 13.373064 -8.818547 -0.330650
5.000000 15.262305 -0.470168 -0.317224 5.000000 17.488403 -8.112440 -0.316977
6.000000 19.826679 -0.389267 -0.320520 6.000000 21.972835 -7.261066 -0.320314
7.000000 19.915066 -0.394382 -0.320520 7.000000 22.060217 -7.251163 -0.320315
8.000000 23.459962 -0.969324 -0.313425 8.000000 25.650650 -7.215527 -0.313251
9.000000 25.369272 -1.891881 -0.314927 9.000000 27.688613 -7.799496 -0.314768
10.000000 25.489362 -1.930743 -0.300566 10.000000 27.812974 -7.817321 -0.300409
11.000000 25.884231 -2.139197 -0.315381 11.000000 28.237088 -7.955155 -0.315227
12.000000 27.930724 -3.382493 -0.309102 12.000000 30.459717 -8.832915 -0.308966
13.000000 28.167243 -3.518415 -0.309597 13.000000 30.708986 -8.930246 -0.309462
14.000000 29.857949 -4.559914 -0.313304 14.000000 32.546266 -9.670770 -0.313184
15.000000 30.178677 -4.788263 -0.306234 15.000000 32.898170 -9.837150 -0.306117
16.000000 30.271615 -4.860722 -0.306234 16.000000 32.998682 -9.889507 -0.306118
17.000000 30.948181 -5.292859 -0.326285 17.000000 33.736905 -10.193455 -0.326175
18.000000 32.047336 -5.960734 -0.296468 18.000000 34.934578 -10.650798 -0.296367
19.000000 32.531011 -6.203970 -0.306718 19.000000 35.454458 -10.791753 -0.306621
20.000000 34.630732 -7.349112 -0.309791 20.000000 37.725092 -11.532495 -0.309712
21.000000 34.731058 -7.404458 -0.309791 21.000000 37.834451 -11.556145 -0.309713
22.000000 36.154699 -8.280870 -0.289890 22.000000 39.392608 -12.150946 -0.289824
23.000000 36.851509 -8.776045 -0.319290 23.000000 40.170692 -12.492516 -0.319230
24.000000 38.253726 -9.503735 -0.320224 24.000000 41.684537 -12.936087 -0.320176
25.000000 39.285063 -10.133305 -0.310038 25.000000 42.815921 -13.349584 -0.309999
26.000000 39.737934 -10.402174 -0.325418 26.000000 43.313535 -13.511930 -0.325383
27.000000 40.788029 -10.950669 -0.329899 27.000000 44.448697 -13.842744 -0.329873
28.000000 42.967446 -12.011331 -0.325317 28.000000 46.788036 -14.471658 -0.325310
29.000000 44.226694 -12.732490 -0.309253 29.000000 48.162047 -14.928195 -0.309257
30.000000 44.817097 -13.196158 -0.325219 30.000000 48.831771 -15.250572 -0.325228
31.000000 46.551899 -13.992625 -0.312869 31.000000 50.685953 -15.700877 -0.312893
32.000000 46.753184 -14.093625 -0.317449 32.000000 50.908889 -15.733778 -0.317475
33.000000 46.737686 -14.129422 -0.317449 33.000000 50.908889 -15.733778 -0.317475
34.000000 48.472948 -14.443503 -0.311441 34.000000 52.681491 -15.713800 -0.311482
35.000000 49.156412 -14.400242 -0.316845 35.000000 53.342273 -15.516864 -0.316893
36.000000 51.585799 -13.561633 -0.301453 36.000000 55.596629 -14.252439 -0.301523
37.000000 51.822327 -13.447855 -0.323109 37.000000 55.806175 -14.060324 -0.323181
38.000000 53.801688 -11.571460 -0.317861 38.000000 57.462749 -11.855918 -0.317952
